review,word count,char count,stopword count
"Wonderful place, such a gem I hope to be back next time in San Fran. Amazing service, friendly staff, delicious food, beautiful atmosphere, and string drinks. What more could you ask for?! I loved the decor and the vibes the food was so good too! I can't recommend this place enough.",51,283,15
"I just came here about two weekends ago for Saturday Brunch. I have gone here prior for dinner with friends. But, it actually was a 4 star experience. I think the reason for the 5 is because of the service.The brunch drinks are delicious. I had a strawberry drink that was pretty strong and we all ordered them. As far as food this is what we indulged:- Pizza with Bacon and sausage- Chorizo Chilaquiles-- these were okay nothing to die for, I would probably get the pizza for myself next time.- My friend had the 2 farmhouse eggs, potatoes and a breakfast sausage.Overall it was a good experience because of their outside area and the service was spectacular. :)",119,663,52
"Starbelly is a casual restaurant in the Castro. We came here for brunch on a weekend and it was surprisingly not packed and we didn't have to wait to be seated. Do note that they take reservations by phone if you have a larger party.The brunch menu has classic American brunch dishes with some more unique options. The Fried Chicken & Waffles has to be my favorite. It comes with two large portions of flavorful and crispy fried chicken sandwiched between fluffy buttermilk waffles. It's flavorful and filling. The farmhouse eggs with potatoes and bacon is also a good option. Their potatoes and bacon are very crispy, which I enjoyed.The venue was cute and spacious. The service could have been a bit better, however. We received the incorrect order and it took a bit for it to be corrected. The food was then sent to another table rather than being discarded. The check also took a while to receive.",159,901,68
"Such a nice experience for our first date. Very busy, but they got us in quickly. Service was amazing! You must try the Pate'  and the burger. Ambience was comfortable, but a bit noisy; always a good sign.   Looking forward to my next visit!",45,241,16
"Star belly is super cute inside and has a really pretty back patio to sit on! Going for lunch is the best time to sit out as it is warm but usually not windy. The fried chicken po boy and the shrimp tacos were great, as well as the pate appetiser (if you like pate). The date and toffee cake that they have is also super yummy, it is definitely worth stopping here for lunch if you're in the Castro!",80,399,35
"Nestled just off Market near the Castro this place has a heated back patio, inside seating and a parklet out front for folks who run warm. Came here with a friend and we both got the Gentleman Caller - a bourbon based drink with vermouth and twist of lemon. We also ordered the star belly salad, Caesar salad and the mission fig pizza. Both salads were yummy but nothing to write home about. The mission fig pizza was divine and it seemed really popular based on the servers comments. Figs, arugula, and some ham - it was so good!Wrapped up our time here with the toffee cake with mascarpone and dates - delicious.",113,614,45
"Service here is horrendous. Waiter was incompetent. Might as well get traffic cones and put QR codes on them. It might be different outside the happy hour time, but a terrible experience during HH. The drinks are mid. My burger order came out incorrect and tasted flavorless. For the fries, I am pretty sure they get the worst potatoes and fry them to a crispy oily mess.",67,371,22
Reliably great food and friendly service in a nice atmosphere. Love to sit outside on a nice weekend day for brunch.,21,116,7
"Love this neighborhood spot! Friendly staff and with well spaced tables. Comfortable bar seating, everything coming out food/ drink looked very fresh! The bar had herbs and fruit that looked like it was cut that day. Bloody Mary hit the spot and the fish tacos were perfect!",47,274,15
Great food and great service! Their ingredients are fresh and delicious and the outside patio is romantic.,17,106,6
"This great restaurant has: Astounding service.....Delicious food....eclectic patio space and park let seating....and marvelous creation cocktails.  My husband and I drove from Petaluma to have a pre-holiday lunch with our daughters.  They seated the girls right away even though we were a bit late and, I really appreciate this small cordial touch.The menu has an array of temptations for your pallet...f salads, pate, pizzas, home made chorizo, breakfast lunch and more. The cocktails are on the back of the menu. Do not miss out. My husband snd I split the Fried Chicken Po boy with Spicy slaw and, corn meal crusted fish tacos with slaw that melts in your mouth. Both come with pickled jalapeños too.  Our girls ordered the pork belly sauced pasta and a burger.Best of all......we ordered a group basket of their fries....do not miss the fries . This comes with 3 dipping sauces.  I'm so impressed. Every bite was a burst of flavor. The burger and the chicken came on challah buns. This is so smart.  I am Super impressed. We all were. The only suggestion we have is, please move the tables apart.  We were really close to a lot of people. I know the vaccines were checked but, with new virus....not comfortable completely",209,1225,64
